organization,review_score,n_reviews,course_name,link,topics,Course Type,Commitment,Start Date,Cost,Class size,Location,Duration,hours_per_week
Mindteck Academy,4.0,3,Python with MongoDB,https://www.mindteckacademy.us/pythonmongod,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Django, jQuery, Design, User Experience Design, Data Analytics, Data Structures, Algorithms, Python, Machine Learning",Online,Full Time,None scheduled,$749,20.0,Online,4 Weeks,15.0
USC Viterbi Data Analytics Boot Camp,5.0,2,Data Science and Visualization - Part-Time,https://databootcamp.viterbi.usc.edu/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, Git, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$12,500",25.0,Los Angeles,24 Weeks,10.0
Framingham State University Bootcamp,4.5,2,Data Science Certificate Bootcamp,,"MySQL, Data Science, R, Data Visualization, Excel, Data Analytics, Data Structures, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,"$9,995",15.0,Boston,18 Weeks,9.0
ASI Data Science,4.0,2,ASI Data Science Fellowship,https://asi.workable.com/jobs/372810,Data Science,In Person,Full Time,None scheduled,$0,,London,7 Weeks,
University of Oregon Boot Camps,3.0,2,Cybersecurity - Part-Time,https://bootcamp.uoregon.edu/cybersecurity/?utm_source=coursereport&utm_medium=ApplyNow,"Linux, Penetration Testing, Mobile Security, Ethical Hacking, Cryptography, Network Security, Python",In Person,Part Time,Rolling Start Date,"$11,495",25.0,Portland,24 Weeks,20.0
University of Oregon Boot Camps,3.0,2,Data Science and Visualization - Part-Time,hhttps://bootcamp.uoregon.edu/data/?utm_source=coursereport&utm_medium=ApplyNow,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$11,495",25.0,Portland,24 Weeks,10.0
Pluralsight,5.0,1,Creative,https://www.pluralsight.com/,"HTML, Digital Marketing, Design, User Experience Design, CSS, SEO, Virtualization, Data Analytics, Front End",Online,Part Time,Rolling Start Date,$349,,Online,,
Pluralsight,5.0,1,Development,https://www.pluralsight.com/,"MySQL, AngularJS, MongoDB, HTML, NoLang, Git, PHP, C#, R, JavaScript, .NET, ASP.NET, Go, Django, Cocoa, Sinatra, Xcode, jQuery, Objective-C, Design, Hadoop, Rails, Mobile, CSS, Wordpress, Game Development, Unity, DevOps, Express.js, Spark, React.js, Linux, Virtualization, Ethical Hacking, Algorithms, Android, Node.js, iOS, Java, Front End, Ruby, Swift, Kotlin, Scrum, Artificial Intelligence, Agile, SQL, Python, Machine Learning, Blockchain",Online,Part Time,Rolling Start Date,$349,,Online,,
Pluralsight,5.0,1,IT Ops,https://www.pluralsight.com/,"MySQL, Data Science, Data Visualization, Excel, Product Management, Mobile, Linux, Penetration Testing, Mobile Security, Data Analytics, Data Structures, Algorithms, Cryptography, Crypocurrency, Business Intelligence, Artificial Intelligence, Machine Learning, Blockchain",Online,Part Time,Rolling Start Date,$349,,Online,,
Pluralsight,5.0,1,Security,https://www.pluralsight.com/,"Data Science, Data Visualization, DevOps, Mobile Security, Data Analytics, Data Structures, Business Intelligence, Artificial Intelligence, Network Security, SIEM Administration",Online,Part Time,Rolling Start Date,$349,,Online,,
DataFlair,5.0,1,Certified Hadoop and Spark Developer Training Course,https://data-flair.training/hadoop-spark-developer-course/,"Data Science, Hadoop, Spark, Data Analytics, Data Structures",Online,Part Time,Rolling Start Date,"₹19,192",12.0,Online,7 Weeks,10.0
DataFlair,5.0,1,Python developer course,https://data-flair.training/python-course/,"Data Science, Data Analytics, Python",Online,Part Time,None scheduled,"₹4,995",,Online,5 Weeks,10.0
Cognizant/ASU Digital Business Analyst Bootcamp,5.0,1,Cognizant Digital Business Analyst Certificate Program,,"Excel, Business Intelligence, Scrum, Agile",Online,Part Time,None scheduled,$0,,Online,10 Weeks,20.0
Insight Data Science,1.0,1,Artificial Intelligence,http://insightdata.ai/apply,Data Science,In Person,Full Time,None scheduled,,,"New York City, Silicon Valley",,
Insight Data Science,1.0,1,Data Engineering,https://www.insightdataengineering.com/apply,"MySQL, JavaScript, Hadoop, Spark, Java, SQL, Python",In Person,Full Time,None scheduled,,,"New York City, Silicon Valley",,
Insight Data Science,1.0,1,Data Science,http://insightdatascience.com/apply.html,Data Science,In Person,Full Time,None scheduled,$0,,"New York City, Silicon Valley",5 Weeks,40.0
Insight Data Science,1.0,1,Health Data Science,http://insighthealthdata.com/apply,Data Science,In Person,Full Time,None scheduled,,,"Silicon Valley, Boston",,
Data Science for Social Good,,0,Summer Fellowship,,"Data Science, R, Hadoop, Python",In Person,,None scheduled,,,Chicago,,
Microsoft Research Data Science Summer School,,0,Data Science Summer School,,Data Science,In Person,Full Time,None scheduled,,,New York City,7 Weeks,25.0
The Institute for Statistics Education,,0,Programming for Data Science,http://www.statistics.com/programming-for-data-science#program,"Data Science, R, Hadoop, SQL, Python",In Person,Full Time,Rolling Start Date,"$6,829",,Online,,
Data Science Europe,,0,Data Science Bootcamp,http://www.datascienceeurope.com/apply.html,"Data Science, R, Hadoop, SQL",In Person,Full Time,None scheduled,"$7,500",9.0,Dublin,5 Weeks,40.0
iXperience,,0,Cloud Computing,http://ixperience.co/apply?utm_source=Course%20Report&utm_campaign=Inbound%20Content%20Marketing,"Data Science, Data Visualization, Data Analytics, Data Structures, Cloud Computing",In Person,Full Time,None scheduled,"$9,470",25.0,Cape Town,6 Weeks,35.0
iXperience,,0,Full Stack Coding,http://ixperience.co.za/apply?utm_source=Course%20Report&utm_campaign=Inbound%20Content%20Marketing,"MySQL, HTML, Git, JavaScript, CSS, Data Structures, Front End, SQL",In Person,Full Time,Rolling Start Date,"$9,900",,"Lisbon, Cape Town",6 Weeks,
iXperience,,0,Intro to Data Science,http://ixperience.co/apply?utm_source=Course%20Report&utm_campaign=Inbound%20Content%20Marketing,"MySQL, Data Science, R, JavaScript, Data Visualization, Data Analytics, Data Structures, Algorithms, Ruby, SQL, Python",In Person,Full Time,Rolling Start Date,"$9,900",,"Lisbon, Cape Town",6 Weeks,
iXperience,,0,Product Management,http://ixperience.co.za/courses/product-management,"Excel, Sales, Product Management, Data Structures, Front End, Machine Learning",In Person,Full Time,Rolling Start Date,"$9,900",,Cape Town,6 Weeks,
Talent Garden Innovation School,,0,Business Data Analysis Part Time,https://talentgarden.org/innovation-school/austria/part-time-business-data-analysis-bootcamp/,"MySQL, Data Science, R, Excel, Data Analytics, Data Structures, Business Intelligence, Python",In Person,Part Time,None scheduled,"€3,000",20.0,Vienna,6 Weeks,14.0
Talent Garden Innovation School,,0,Growth & Digital Marketing Full Time,https://talentgarden.org/innovation-school/austria/growth-and-digital-marketing-bootcamp/,"Digital Marketing, Design, Growth Hacking, Wordpress, SEO, Data Analytics, Scrum, Agile",In Person,Full Time,None scheduled,"€6,700",20.0,Vienna,12 Weeks,40.0
Talent Garden Innovation School,,0,Growth Marketing Part Time,https://talentgarden.org/innovation-school/austria/growth-marketing-bootcamp-part-time/,"Digital Marketing, Growth Hacking, Data Analytics, Agile",In Person,Part Time,None scheduled,"€3,000",20.0,Vienna,6 Weeks,14.0
Revature,,0,RevaturePro,https://revature.com/bootcamp.html,"MySQL, AngularJS, MongoDB, HTML, NoLang, Git, PHP, C#, R, JavaScript, .NET, ASP.NET, Go, Django, Cocoa, Sinatra, Xcode, jQuery, Objective-C, Design, Hadoop, Rails, Product Management, Mobile, Growth Hacking, User Experience Design, CSS, Wordpress, Game Development, Express.js, Spark, React.js, Android, Node.js, iOS, Java, Front End, Ruby, Swift, SQL, Python",In Person,Part Time,Rolling Start Date,$0,,"New York City, Reston",,
Green Fox Academy,,0,Fast Track Course,https://www.greenfoxacademy.com/en/fast-track-course-application,"AngularJS, Data Science, HTML, Git, C#, JavaScript, .NET, ASP.NET, jQuery, Mobile, CSS, DevOps, React.js, Algorithms, Android, Node.js, Java, Front End, Ruby, Python, Machine Learning",In Person,Full Time,"August 17, 2020","$2,700",,"Budapest, Prague",14 Weeks,40.0
Green Fox Academy,,0,Junior Developer Course,https://www.greenfoxacademy.com/en/junior-developer-application,"AngularJS, Data Science, HTML, Git, C#, JavaScript, .NET, ASP.NET, Mobile, CSS, DevOps, React.js, Android, Node.js, Java, Front End, Ruby, SQL",In Person,Full Time,"July 6, 2020","$4,000",60.0,"Budapest, Prague",20 Weeks,40.0
Cambridge Spark,,0,Applied Data Science Career Track,https://cambridgespark.com/applied-datascience?utm_source=coursereport&utm_medium=schoolpage,Data Science,In Person,,None scheduled,,,Cambridge,,
Cambridge Spark,,0,Applied Data Science Professional Development Track,https://cambridgespark.com/applied-datascience?utm_source=coursereport&utm_medium=schoolpage,Data Science,In Person,,None scheduled,,,Cambridge,,
Spectrum,,0,Data Analytics Foundations,http://spectrum.hk/apply,"Excel, SQL",In Person,,None scheduled,,,Hong Kong,,
Spectrum,,0,Data Science Foundations,http://spectrum.hk/courses/data-science-foundations,"Data Science, Data Structures, Python, Machine Learning",In Person,Part Time,None scheduled,"$24,000",,Hong Kong,7 Weeks,
Intela Education,,0,Advanced Financial Data Science & AI Bootcamp ($1200 Cloud Service provided),https://www.intela-edu.com/advanced-financial-data-science-and-ai-bootcamp,"Data Science, Spark, Python, Machine Learning",In Person,Full Time,None scheduled,"$1,999",,London,0 Weeks,
Intela Education,,0,Data Science & AI Bootcamp ($1200 Cloud Service provided),https://www.intela-edu.com/data-science-bootcamp-evening-training,"Data Science, Spark, Virtualization, Machine Learning",In Person,Part Time,None scheduled,"$1,499",,Costa Mesa,1 Week,
Intela Education,,0,Data Science Machine Learning AI Bootcamp,https://www.intela-edu.com/data-science-bootcamp-advanced,"Data Science, Spark, Python",In Person,Full Time,None scheduled,$999,,"Los Angeles, London, Calgary, Birmingham, San Jose",0 Weeks,
Intela Education,,0,Financial Data Science & AI Bootcamp ($1200 Cloud Service provided),https://www.intela-edu.com/advanced-financial-data-science-and-ai-bootcamp,"Data Science, Spark, Python, Machine Learning",In Person,Full Time,None scheduled,"$1,999",,Costa Mesa,0 Weeks,
Code States,,0,Immersive,,"Data Science, MongoDB, JavaScript, SQL",In Person,,None scheduled,,,Seoul,,
WeCloudData,,0,Applied Machine Learning,https://weclouddata.com/course/applied-machine-learning/,"Data Science, Python, Machine Learning",In Person,Part Time,None scheduled,"$2,000",20.0,Toronto,12 Weeks,4.0
WeCloudData,,0,Data Science at Scale (Big Data),https://weclouddata.com/course/hadoop/,"Hadoop, Spark, Linux, SQL, Python",In Person,Part Time,None scheduled,"$2,000",,Toronto,12 Weeks,4.0
WeCloudData,,0,Data Science with Python,https://weclouddata.com/course/python-data-science/,"Data Science, Python",In Person,Part Time,None scheduled,"$1,500",20.0,Toronto,8 Weeks,4.0
WeCloudData,,0,Immersive Data Science Bootcamp,http://www.weclouddata.com/,"MySQL, Data Science, MongoDB, Git, Data Visualization, Hadoop, Spark, Algorithms, Artificial Intelligence, Agile, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,,20.0,Toronto,13 Weeks,40.0
Acámica,,0,Data Science,https://www.acamica.com/data-science?utm_source=CourseReport&utm_medium=schoolpage#aplica,"Data Science, Artificial Intelligence, SQL, Machine Learning",In Person,Part Time,None scheduled,,,"Online, Córdoba, Buenos Aires",26 Weeks,14.0
Neue Fische,,0,Data Science,,Data Science,In Person,Full Time,None scheduled,,15.0,Hamburg,12 Weeks,40.0
The Valley Bootcamp,,0,Python + Machine Learning,https://www.thevalleybootcamp.com/machinelearning.html?utm_source=SchoolPage&utm_medium=Blog,"Data Science, Linux, Python, Machine Learning",In Person,Part Time,None scheduled,"₹49,990",,Bangalore,12 Weeks,14.0
Wagner College,,0,Cybersecurity Bootcamp,https://edu.wagner.quickstart.com/bootcamps/cybersecurity/?utm_source=CourseReport&utm_medium=SchoolPage,"Penetration Testing, Network Security, Python",Online,Part Time,None scheduled,"$7,900",10.0,Online,24 Weeks,20.0
Wagner College,,0,Data Analytics and Visualization Bootcamp,https://bit.ly/2kNVVn1,"MySQL, Data Visualization, Excel, Data Analytics, Data Structures, Business Intelligence, SQL",Online,Part Time,None scheduled,"$6,900",10.0,Online,16 Weeks,20.0
Wagner College,,0,Data Science Bootcamp,https://edu.wagner.quickstart.com/bootcamps/data-science/#utm_source=referral&utm_medium=coursereport&utm_campaign=cr-data-science,"Data Science, R, Data Visualization, Spark, Data Structures, SQL, Python, Machine Learning",Online,Part Time,None scheduled,"$7,900",10.0,Online,26 Weeks,20.0
Wagner College,,0,Web Development Bootcamp,https://quickstart.typeform.com/to/wDxoRY?utm_source=CourseReport&utm_medium=SchoolPage,"HTML, Git, JavaScript, jQuery, CSS, Wordpress, Express.js, React.js, Node.js, Python",In Person,Full Time,None scheduled,"$7,900",,Online,16 Weeks,20.0
WorldQuant University,,0,Applied Data Science,https://wqu-apply.thedataincubator.com/?utm_source=CourseReport&utm_medium=SchoolPage,"Data Science, Data Visualization, Data Analytics, Data Structures, Python, Machine Learning",Online,Part Time,None scheduled,$0,,Online,16 Weeks,10.0
Butler University Executive Education Boot Camps,,0,Data Science and Visualization - Part-Time,https://bootcamp.butler.edu/?utm_source=CourseReport&utm_medium=SchoolPage,"MySQL, Data Science, MongoDB, HTML, JavaScript, Data Visualization, Excel, Hadoop, CSS, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,Rolling Start Date,"$11,495",25.0,Indianapolis,24 Weeks,10.0
QuickStart,,0,Enroll in a full-stack coding bootcamp. Pay with *Income Sharing Agreement*,https://get.quickstart.com/isa/bootcamps/web-development/?utm_source=CourseReport&utm_medium=SchoolPage,"HTML, JavaScript, jQuery, CSS, Node.js, Python",Online,Part Time,None scheduled,,,Online,26 Weeks,
QuickStart,,0,Learn data analytics and visualization in 16 weeks. Pay with *Income Sharing Agreement*,https://get.quickstart.com/isa/bootcamps/data-analytics-and-visualization/#utm_source=CourseReport&utm_medium=SchoolPage,"Data Visualization, Excel, Data Analytics, Data Structures, Business Intelligence, SQL",Online,Part Time,None scheduled,,10.0,Online,16 Weeks,20.0
QuickStart,,0,Learn data science in 26 weeks and secure a job. Pay the fee with income sharing agreement.,https://get.quickstart.com/isa/bootcamps/data-science/#utm_source=CourseReport&utm_medium=SchoolPage,"MySQL, Data Science, R, Data Structures, Business Intelligence, Python, Machine Learning",Online,Part Time,None scheduled,,10.0,Online,26 Weeks,20.0
DevRepublik,,0,Technological Bootcamp,https://devrepublik.com/kyiv-ukraine/?utm_source=CourseReport&utm_medium=SchoolPage,"HTML, CSS, Artificial Intelligence, SQL, Python",In Person,Full Time,None scheduled,,,Kiev,15 Weeks,
Northeastern Illinois University Bootcamps,,0,Cybersecurity Bootcamp. 100% Online. Job Guarantee with Full-Refund,https://neiu.quickstart.com/bootcamp/cybersecurity/?utm_source=CourseReport&utm_medium=SchoolPage,"Penetration Testing, Ethical Hacking, Network Security, Python",Online,Part Time,None scheduled,"$6,900",10.0,Online,26 Weeks,20.0
Northeastern Illinois University Bootcamps,,0,Data Science Bootcamp with Flex Payment,https://neiu.quickstart.com/bootcamp/data-science#utm_source=coursereport.com&utm_medium=NEIU&utm_campaign=schoolpage,,Online,Part Time,None scheduled,"$9,900",10.0,Online,26 Weeks,20.0
Northeastern Illinois University Bootcamps,,0,Web Development Bootcamp. 100% Online. Job Guarantee with Full-Refund,https://neiu.quickstart.com/bootcamp/web-development.html#utm_source=coursereport.com&utm_medium=NEIU&utm_campaign=schoolpage,"MySQL, AngularJS, HTML, Git, JavaScript, jQuery, Design, CSS, Wordpress, Data Structures, Algorithms, Node.js, Front End, SQL, Python",Online,Part Time,None scheduled,"$6,900",10.0,Online,26 Weeks,20.0
EnkiCamp,,0,EnkiCamp SQL Course,https://www.enkicamp.com/#pricing,"Data Science, Data Analytics, SQL",Online,Part Time,None scheduled,$500,,Online,4 Weeks,
Mindmajix,,0,Data Science Training,https://mindmajix.com/data-scientist-course-training,"Data Science, Artificial Intelligence, Python, Machine Learning",In Person,Full Time,None scheduled,,,"Hyderabad, Bangalore, Online",,
Preface Nomad,,0,Data Science & A.I. with Python (1-on-1 online),https://www.prefacenomad.com/data-science-with-python,"Data Science, Data Visualization, Data Analytics, Python",Online,Part Time,None scheduled,,,Online,,
Preface Nomad,,0,Data Science with Python Basics Boot Camp (12-hour),https://www.prefacenomad.com/data-science-with-python#bootcamp,"Data Science, Data Visualization, Data Analytics, Python",In Person,Part Time,None scheduled,,,"London, Tokyo, Hong Kong",1 Week,12.0
Ubunifu College,,0,Data Science - Professional Course,,"Data Science, R, Data Visualization, Data Analytics, Data Structures, SQL, Machine Learning",In Person,Full Time,None scheduled,,,Nairobi,20 Weeks,
Ubunifu College,,0,Full-Stack Software Development with Machine Learning - Professional Course,https://ubunifucollege.com/full-stack-software-development-curriculum,"MySQL, MongoDB, HTML, Git, PHP, JavaScript, User Experience Design, CSS, React.js, Node.js, Front End, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,"$150,000",,Nairobi,28 Weeks,
Ubunifu College,,0,Fundamentals of Data Science - Short Course,https://ubunifucollege.com/fundamentals-of-data-science-curriculum,"MySQL, Data Science, SQL, Python, Machine Learning",In Person,Full Time,None scheduled,,,Nairobi,6 Weeks,
Ubunifu College,,0,Mobile App Development with Machine Learning - Short Course,https://ubunifucollege.com/mobile-app-dev-curriculum,"Mobile, Java, Machine Learning",In Person,Full Time,None scheduled,,,Nairobi,6 Weeks,
Ubunifu College,,0,Web Development with Machine Learning - Short Course,https://ubunifucollege.com/software-dev-fundamentals-curriculum,"Git, JavaScript, Data Visualization, User Experience Design, CSS, Node.js, Machine Learning",In Person,Full Time,None scheduled,,,Nairobi,6 Weeks,
The AI Institute,,0,Data Science Bootcamp (Full-Time),https://theaiinstitute.ai/Bootcamp#learn,"Data Science, Hadoop, Product Management, Scrum, Artificial Intelligence, Agile, Python, Machine Learning",In Person,Full Time,None scheduled,,,"Boston, Paris",12 Weeks,
The AI Institute,,0,Data Science Bootcamp (Part-Time,https://theaiinstitute.ai/Bootcamp#learn,"Data Science, Hadoop, Product Management, Scrum, Artificial Intelligence, Agile, Python, Machine Learning",In Person,Part Time,None scheduled,,,"Boston, Paris",20 Weeks,
Hofstra University Bootcamps,,0,Cybersecurity Bootcamp,https://hofstra.quickstart.com/bootcamp/cybersecurity/?utm_source=coursereport&utm_medium=schoolpage,"Ethical Hacking, Python, CompTIA A+, CompTIA Network+, CompTIA Security+",Online,Part Time,None scheduled,"$10,500",,Online,28 Weeks,
Hofstra University Bootcamps,,0,Data Analytics Bootcamp,https://hofstra.quickstart.com/bootcamp/data-analytics-and-visualization/?utm_source=coursereport&utm_medium=schoolpage,"R, Data Visualization, Excel, Data Analytics, Ethical Hacking, Python, Machine Learning",Online,Part Time,None scheduled,"$8,200",,Online,28 Weeks,
Hofstra University Bootcamps,,0,Data Science Bootcamp,,"Data Science, R, Data Visualization, Excel, Spark, Data Analytics, Python, Machine Learning",Online,Part Time,None scheduled,"$10,500",,Online,26 Weeks,
Hofstra University Bootcamps,,0,Web Development Bootcamp,https://hofstra.quickstart.com/bootcamp/web-development/?utm_source=coursereport&utm_medium=schoolpage,"MySQL, AngularJS, HTML, Git, JavaScript, Data Visualization, jQuery, CSS, Wordpress, Express.js, React.js, Node.js, Front End",Online,Part Time,None scheduled,"$9,100",,Online,28 Weeks,
Colorado State University Pueblo Bootcamps,,0,Cybersecurity Bootcamp,https://csupueblo.quickstart.com/bootcamp/cybersecurity/?utm_source=coursereport&utm_medium=schoolpage,"Ethical Hacking, Python, CompTIA A+, CompTIA Network+, CompTIA Security+",Online,Part Time,None scheduled,"$10,500",,Online,28 Weeks,
Colorado State University Pueblo Bootcamps,,0,Data Analytics & Visualization Bootcamp,https://csupueblo.quickstart.com/bootcamp/data-analytics-and-visualization/?utm_source=coursereport&utm_medium=schoolpage,"Data Visualization, Excel, Data Analytics, Ethical Hacking, Machine Learning",Online,Part Time,None scheduled,"$8,200",,Online,28 Weeks,
Colorado State University Pueblo Bootcamps,,0,Data Science Bootcamp,https://csupueblo.quickstart.com/bootcamp/data-science/?utm_source=coursereport&utm_medium=schoolpage,"Data Science, R, Data Visualization, Excel, Spark, Data Analytics, Python, Machine Learning",Online,Part Time,None scheduled,"$10,500",,Online,28 Weeks,
Suffolk University Bootcamp,,0,Data Science Bootcamp,https://learndatascience.suffolk.edu/?utm_source=coursereport&utm_medium=schoolpage,"MySQL, Data Science, R, Data Visualization, Excel, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,,,Boston,18 Weeks,9.0
Syracuse University Bootcamp,,0,Data Science Bootcamp,https://www.syracuseanalytics.com/,"MySQL, Data Science, R, Data Visualization, Excel, Data Analytics, SQL, Python, Machine Learning",In Person,Part Time,None scheduled,,,-,18 Weeks,9.0
EmergingEd,,0,Cyber Threat Intelligence,,Network Security,Online,Part Time,None scheduled,$500,,Online,4 Weeks,
EmergingEd,,0,Healthcare Informatics Foundations and Frameworks,,"Data Analytics, Data Structures, Artificial Intelligence, Machine Learning",Online,Part Time,None scheduled,"$1,500",,Online,8 Weeks,
EmergingEd,,0,Machine Learning and Industry,https://emerginged.com/products/machine-learning-and-industry?viewId=emergingedka4h3hgoc9mzev?utm_source=coursereport&utm_medium=schoolpage,"Agile, Machine Learning, Blockchain",Online,Part Time,None scheduled,"$1,500",,Online,8 Weeks,
EmergingEd,,0,Machine Learning Cases,https://emerginged.com/products/machine-learning-cases?viewId=emergingedka4h60mifef41v?utm_source=coursereport&utm_medium=schoolpage,Machine Learning,Online,Part Time,None scheduled,"$1,500",,Online,8 Weeks,
EmergingEd,,0,Machine Learning Foundations and Frameworks,https://emerginged.com/products/machine-learning-foundations-and-frameworks?viewId=emergingedka4h165kqapc6?utm_source=coursereport&utm_medium=schoolpage,Machine Learning,Online,Part Time,None scheduled,"$1,500",,Online,8 Weeks,
Growth Tribe,,0,Cross Functional UX Design,https://growthtribe.io/courses/ux-course/?utm_source=coursereport&utm_medium=schoolpage,"Digital Marketing, User Experience Design, Business Intelligence",Online,Full Time,"July 30, 2020","€2,750",,Online,12 Weeks,
Growth Tribe,,0,Data Analytics for Business,https://growthtribe.io/courses/data-and-business-immersive/?utm_source=coursereport&utm_medium=schoolpage,"Data Visualization, Data Analytics, Business Intelligence",Online,Full Time,"July 16, 2020","€2,997",,Online,12 Weeks,
Growth Tribe,,0,Data Science,https://growthtribe.io/courses/data-science-course/?utm_source=coursereport&utm_medium=schoolpage,"Data Science, Data Visualization, SQL, Python, Machine Learning",Online,Full Time,"August 19, 2020","€2,997",,Online,12 Weeks,
Growth Tribe,,0,Digital Product Management,https://growthtribe.io/courses/digital-product-management-course/?utm_source=coursereport&utm_medium=schoolpage,"Digital Marketing, Product Management, Business Intelligence, Machine Learning",Online,Full Time,"July 2, 2020","€2,997",,Online,12 Weeks,
Growth Tribe,,0,Growth Marketing Immersive,https://growthtribe.io/courses/online-growth-marketing-immersive/?utm_source=coursereport&utm_medium=schoolpage,"Digital Marketing, Business Intelligence",Online,Full Time,None scheduled,"€1,997",,Online,6 Weeks,
James Madison University Bootcamps,,0,Data Analytics,https://jmu.quickstart.com/bootcamp/data-analytics/landing/?utm_source=coursereport&utm_medium=schoolpage,"Data Visualization, Excel, Data Analytics, SQL, Machine Learning",Online,Part Time,None scheduled,,,Online,28 Weeks,
James Madison University Bootcamps,,0,Data Science,https://jmu.quickstart.com/bootcamp/data-science/landing/?utm_source=coursereport&utm_medium=schoolpage,"Data Science, Data Visualization, Excel, Machine Learning",Online,Part Time,None scheduled,,,Online,26 Weeks,
