organization,review_score,n_reviews,course_name,link,topics,course type,commitment,start date,cost,class size,location,duration,hours_per_week,latitude,longitude,pretty_camp,cost_num,pay_per,currency,USD_cost,USD_cost_num
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Los Angeles,18 Weeks,50.0,34.0536909,-118.2427666,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Phoenix,18 Weeks,50.0,33.448436699999995,-112.07414170000001,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),San Diego,18 Weeks,50.0,32.7174209,-117.16277140000001,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),San Antonio,18 Weeks,50.0,29.424600199999997,-98.4951405,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),St. Louis,18 Weeks,50.0,38.6268039,-90.1994097,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Denver,18 Weeks,50.0,39.7392364,-104.98486229999999,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Boston,18 Weeks,50.0,42.3602534,-71.0582912,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Philadelphia,18 Weeks,50.0,39.9527237,-75.16352619999999,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Minneapolis,18 Weeks,50.0,44.9772995,-93.2654692,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Chicago,18 Weeks,50.0,41.875561600000005,-87.6244212,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Raleigh,18 Weeks,50.0,35.7803977,-78.63909890000001,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Tampa,18 Weeks,50.0,27.947759499999997,-82.458444,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Miami,18 Weeks,50.0,25.7742658,-80.1936589,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Orlando,18 Weeks,50.0,28.5421109,-81.3790304,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),San Francisco,18 Weeks,50.0,37.779026200000004,-122.4199061,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),San Jose,18 Weeks,50.0,37.3361905,-121.89058329999999,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Seattle,18 Weeks,50.0,47.6038321,-122.3300624,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Cleveland,18 Weeks,50.0,41.5051613,-81.6934446,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Columbus,18 Weeks,50.0,39.9622601,-83.00070649999999,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
Thinkful,4.59,585.0,Data Analytics Immersion,https://thinkful.typeform.com/to/VWnl34,"MySQL, Data Visualization, Excel, Data Analytics, Business Intelligence, SQL, Python",Online,Full Time,"June 15, 2020","$12,250",(?),Atlanta,18 Weeks,50.0,33.749098700000005,-84.39018490000001,<b>Full-time Bootcamp</b> | Online,12250,?,$,"$12,250",12250
